Aadhaar KYC Face Matching — Batch Summary
==============================================================================================================
Timestamp: 2026-04-09 10:58:59
Total pairs: 90

Aadhaar                   | Selfie          | Result     | Cosine | Fused  | Conf   | Aadhaar Demo     | Selfie Demo      | Age Note
AADHAR03.jpg              | USER_01.jpg     | NO MATCH   | 0.1454 | 0.2202 |  14.5% | F age 36         | M age 30         | Aadhaar photo appears ~6yr OLDER than selfie (unusual — verify document) [GENDER MISMATCH]
AADHAR03.jpg              | USER_02.jpg     | NO MATCH   | 0.2570 | 0.3286 |  25.7% | F age 36         | M age 31         | Aadhaar photo appears ~5yr OLDER than selfie (unusual — verify document) [GENDER MISMATCH]
AADHAR03.jpg              | USER_03.jpg     | NO MATCH   | 0.1512 | 0.2811 |  15.1% | F age 36         | F age 28         | Aadhaar photo appears ~8yr OLDER than selfie (unusual — verify document)
AADHAR03.jpg              | USER_04.jpg     | NO MATCH   | 0.0712 | 0.1956 |   7.1% | F age 33         | F age 42         | Aadhaar photo appears ~9yr YOUNGER than selfie (older Aadhaar card likely)
AADHAR03.jpg              | USER_05.jpg     | NO MATCH   | 0.1873 | 0.2874 |  18.7% | F age 33         | F age 25         | Aadhaar photo appears ~8yr OLDER than selfie (unusual — verify document)
AADHAR03.jpg              | USER_06.jpg     | NO MATCH   | 0.1859 | 0.2992 |  18.6% | F age 36         | M age 45         | Aadhaar photo appears ~9yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR03.jpg              | USER_07.jpg     | NO MATCH   | 0.1483 | 0.2775 |  14.8% | F age 36         | M age 38         | Ages consistent (within 2 years) [GENDER MISMATCH]
AADHAR03.jpg              | USER_08.jpg     | NO MATCH   | 0.1968 | 0.2441 |  19.7% | F age 36         | M age 54         | Aadhaar photo appears ~18yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR03.jpg              | USER_09.jpg     | NO MATCH   | 0.1237 | 0.2326 |  12.4% | F age 36         | M age 79         | Aadhaar photo appears ~43yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR03.jpg              | USER_10.jpg     | NO MATCH   | 0.0930 | 0.1900 |   9.3% | F age 33         | M age 21         | Aadhaar photo appears ~12yr OLDER than selfie (unusual — verify document) [GENDER MISMATCH]
AADHAR04.jpg              | USER_01.jpg     | NO MATCH   | 0.0484 | 0.1813 |   4.8% | F age 29         | M age 30         | Ages consistent (within 2 years) [GENDER MISMATCH]
AADHAR04.jpg              | USER_02.jpg     | NO MATCH   | 0.0307 | 0.2045 |   3.1% | F age 29         | M age 31         | Ages consistent (within 2 years) [GENDER MISMATCH]
AADHAR04.jpg              | USER_03.jpg     | NO MATCH   | 0.1176 | 0.2628 |  11.8% | F age 29         | F age 28         | Ages consistent (within 2 years)
AADHAR04.jpg              | USER_04.jpg     | NO MATCH   | 0.0653 | 0.2008 |   6.5% | F age 29         | F age 42         | Aadhaar photo appears ~13yr YOUNGER than selfie (older Aadhaar card likely)
AADHAR04.jpg              | USER_05.jpg     | NO MATCH   | 0.1058 | 0.2682 |  10.6% | F age 29         | F age 25         | Aadhaar photo appears ~4yr OLDER than selfie (unusual — verify document)
AADHAR04.jpg              | USER_06.jpg     | NO MATCH   | 0.1176 | 0.2460 |  11.8% | F age 31         | M age 45         | Aadhaar photo appears ~14yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR04.jpg              | USER_07.jpg     | NO MATCH   | 0.0477 | 0.2207 |   4.8% | F age 29         | M age 38         | Aadhaar photo appears ~9yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR04.jpg              | USER_08.jpg     | NO MATCH   | 0.0384 | 0.1742 |   3.8% | F age 31         | M age 54         | Aadhaar photo appears ~23yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR04.jpg              | USER_09.jpg     | NO MATCH   | 0.0371 | 0.1766 |   3.7% | F age 29         | M age 79         | Aadhaar photo appears ~50yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR04.jpg              | USER_10.jpg     | NO MATCH   | 0.0237 | 0.1452 |   2.4% | F age 29         | M age 21         | Aadhaar photo appears ~8yr OLDER than selfie (unusual — verify document) [GENDER MISMATCH]
AADHAR05.pdf              | USER_01.jpg     | NO MATCH   | 0.0701 | 0.1506 |   7.0% | F age 33         | M age 30         | Aadhaar photo appears ~3yr OLDER than selfie (unusual — verify document) [GENDER MISMATCH]
AADHAR05.pdf              | USER_02.jpg     | NO MATCH   | 0.0925 | 0.1889 |   9.3% | F age 28         | M age 31         | Aadhaar photo appears ~3yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR05.pdf              | USER_03.jpg     | MATCH      | 0.6303 | 0.5538 |  63.0% | F age 28         | F age 28         | Ages consistent (within 2 years)
AADHAR05.pdf              | USER_04.jpg     | NO MATCH   | 0.0364 | 0.1384 |   3.6% | F age 28         | F age 42         | Aadhaar photo appears ~14yr YOUNGER than selfie (older Aadhaar card likely)
AADHAR05.pdf              | USER_05.jpg     | NO MATCH   | 0.0459 | 0.1720 |   4.6% | F age 33         | F age 25         | Aadhaar photo appears ~8yr OLDER than selfie (unusual — verify document)
AADHAR05.pdf              | USER_06.jpg     | NO MATCH   | 0.0799 | 0.1855 |   8.0% | F age 33         | M age 45         | Aadhaar photo appears ~12yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR05.pdf              | USER_07.jpg     | NO MATCH   | 0.0895 | 0.1932 |   9.0% | F age 33         | M age 38         | Aadhaar photo appears ~5yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR05.pdf              | USER_08.jpg     | NO MATCH   | 0.1724 | 0.1987 |  17.2% | F age 33         | M age 54         | Aadhaar photo appears ~21yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR05.pdf              | USER_09.jpg     | NO MATCH   | 0.0780 | 0.1625 |   7.8% | F age 28         | M age 79         | Aadhaar photo appears ~51yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR05.pdf              | USER_10.jpg     | NO MATCH   | 0.0566 | 0.1295 |   5.7% | F age 33         | M age 21         | Aadhaar photo appears ~12yr OLDER than selfie (unusual — verify document) [GENDER MISMATCH]
AADHAR06.pdf              | USER_01.jpg     | NO MATCH   | 0.2274 | 0.2432 |  22.7% | M age 38         | M age 30         | Aadhaar photo appears ~8yr OLDER than selfie (unusual — verify document)
AADHAR06.pdf              | USER_02.jpg     | NO MATCH   | 0.3732 | 0.3483 |  27.3% | M age 39         | M age 31         | Aadhaar photo appears ~8yr OLDER than selfie (unusual — verify document)
AADHAR06.pdf              | USER_03.jpg     | NO MATCH   | 0.0960 | 0.2316 |   9.6% | M age 38         | F age 28         | Aadhaar photo appears ~10yr OLDER than selfie (unusual — verify document) [GENDER MISMATCH]
AADHAR06.pdf              | USER_04.jpg     | NO MATCH   | 0.0000 | 0.1083 |   0.0% | M age 38         | F age 42         | Aadhaar photo appears ~4yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR06.pdf              | USER_05.jpg     | NO MATCH   | 0.1722 | 0.2323 |  17.2% | M age 39         | F age 25         | Aadhaar photo appears ~14yr OLDER than selfie (unusual — verify document) [GENDER MISMATCH]
AADHAR06.pdf              | USER_06.jpg     | NO MATCH   | 0.1824 | 0.2415 |  18.2% | M age 39         | M age 45         | Aadhaar photo appears ~6yr YOUNGER than selfie (older Aadhaar card likely)
AADHAR06.pdf              | USER_07.jpg     | MATCH      | 0.5986 | 0.4826 |  67.9% | M age 38         | M age 38         | Ages consistent (within 2 years)
AADHAR06.pdf              | USER_08.jpg     | MATCH      | 0.6161 | 0.4671 |  61.6% | M age 38         | M age 54         | Aadhaar photo appears ~16yr YOUNGER than selfie (older Aadhaar card likely)
AADHAR06.pdf              | USER_09.jpg     | MATCH      | 0.4876 | 0.4168 |  61.8% | M age 38         | M age 79         | Aadhaar photo appears ~41yr YOUNGER than selfie (older Aadhaar card likely)
AADHAR06.pdf              | USER_10.jpg     | NO MATCH   | 0.2322 | 0.2260 |  23.2% | M age 38         | M age 21         | Aadhaar photo appears ~17yr OLDER than selfie (unusual — verify document)
AADHAR07.pdf              | USER_01.jpg     | NO MATCH   | 0.0551 | 0.1434 |   5.5% | M age 24         | M age 30         | Aadhaar photo appears ~6yr YOUNGER than selfie (older Aadhaar card likely)
AADHAR07.pdf              | USER_02.jpg     | NO MATCH   | 0.2092 | 0.2616 |  20.9% | M age 24         | M age 31         | Aadhaar photo appears ~7yr YOUNGER than selfie (older Aadhaar card likely)
AADHAR07.pdf              | USER_03.jpg     | NO MATCH   | 0.1662 | 0.2831 |  16.6% | F age 25         | F age 28         | Aadhaar photo appears ~3yr YOUNGER than selfie (older Aadhaar card likely)
AADHAR07.pdf              | USER_04.jpg     | NO MATCH   | 0.0646 | 0.1515 |   6.5% | F age 25         | F age 42         | Aadhaar photo appears ~17yr YOUNGER than selfie (older Aadhaar card likely)
AADHAR07.pdf              | USER_05.jpg     | NO MATCH   | 0.2239 | 0.2753 |  22.4% | F age 25         | F age 25         | Ages consistent (within 2 years)
AADHAR07.pdf              | USER_06.jpg     | NO MATCH   | 0.2841 | 0.2988 |  28.4% | F age 25         | M age 45         | Aadhaar photo appears ~20yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR07.pdf              | USER_07.jpg     | NO MATCH   | 0.2082 | 0.2466 |  20.8% | F age 25         | M age 38         | Aadhaar photo appears ~13yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR07.pdf              | USER_08.jpg     | NO MATCH   | 0.2035 | 0.2153 |  20.3% | F age 25         | M age 54         | Aadhaar photo appears ~29yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR07.pdf              | USER_09.jpg     | NO MATCH   | 0.1893 | 0.2193 |  18.9% | F age 25         | M age 79         | Aadhaar photo appears ~54yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR07.pdf              | USER_10.jpg     | NO MATCH   | 0.5236 | 0.3973 |  42.4% | M age 24         | M age 21         | Aadhaar photo appears ~3yr OLDER than selfie (unusual — verify document)
AADHAR08.pdf              | USER_01.jpg     | NO MATCH   | 0.1281 | 0.1855 |  12.8% | F age 21         | M age 30         | Aadhaar photo appears ~9yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR08.pdf              | USER_02.jpg     | NO MATCH   | 0.1939 | 0.2459 |  19.4% | F age 21         | M age 31         | Aadhaar photo appears ~10yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR08.pdf              | USER_03.jpg     | NO MATCH   | 0.2529 | 0.3208 |  25.3% | F age 21         | F age 28         | Aadhaar photo appears ~7yr YOUNGER than selfie (older Aadhaar card likely)
AADHAR08.pdf              | USER_04.jpg     | NO MATCH   | 0.1620 | 0.2073 |  16.2% | F age 21         | F age 42         | Aadhaar photo appears ~21yr YOUNGER than selfie (older Aadhaar card likely)
AADHAR08.pdf              | USER_05.jpg     | MATCH      | 0.5615 | 0.4660 |  64.1% | F age 22         | F age 25         | Aadhaar photo appears ~3yr YOUNGER than selfie (older Aadhaar card likely)
AADHAR08.pdf              | USER_06.jpg     | MATCH      | 0.5427 | 0.4514 |  67.3% | F age 22         | M age 45         | Aadhaar photo appears ~23yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR08.pdf              | USER_07.jpg     | NO MATCH   | 0.1710 | 0.2310 |  17.1% | F age 22         | M age 38         | Aadhaar photo appears ~16yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR08.pdf              | USER_08.jpg     | NO MATCH   | 0.1804 | 0.2043 |  18.0% | F age 21         | M age 54         | Aadhaar photo appears ~33yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR08.pdf              | USER_09.jpg     | NO MATCH   | 0.1704 | 0.2112 |  17.0% | F age 22         | M age 79         | Aadhaar photo appears ~57yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR08.pdf              | USER_10.jpg     | NO MATCH   | 0.2137 | 0.2321 |  21.4% | F age 22         | M age 21         | Ages consistent (within 2 years) [GENDER MISMATCH]
AADHAR09.pdf              | USER_01.jpg     | NO MATCH   | 0.0753 | 0.2123 |   7.5% | M age 39         | M age 30         | Aadhaar photo appears ~9yr OLDER than selfie (unusual — verify document)
AADHAR09.pdf              | USER_02.jpg     | NO MATCH   | 0.1469 | 0.3089 |  14.7% | M age 39         | M age 31         | Aadhaar photo appears ~8yr OLDER than selfie (unusual — verify document)
AADHAR09.pdf              | USER_03.jpg     | NO MATCH   | 0.1099 | 0.2600 |  11.0% | M age 31         | F age 28         | Aadhaar photo appears ~3yr OLDER than selfie (unusual — verify document) [GENDER MISMATCH]
AADHAR09.pdf              | USER_04.jpg     | MATCH      | 0.6337 | 0.5293 |  66.4% | M age 39         | F age 42         | Aadhaar photo appears ~3yr YOUNGER than selfie (older Aadhaar card likely) [GENDER MISMATCH]
AADHAR09.pdf              | USER_05.jpg     | NO MATCH   | 0.0000 | 0.2323 |   0.0% | M age 31         | F age 25         | Aadhaar photo appears ~6yr OLDER than selfie (unusual — verify document) [GENDER MISMATCH]
AADHAR09.pdf              | USER_06.jpg     | NO MATCH   | 0.1303 | 0.2628 |  13.0% | M age 31         | M age 45         | Aadhaar photo appears ~14yr YOUNGER than selfie (older Aadhaar card likely)
AADHAR09.pdf              | USER_07.jpg     | NO MATCH   | 0.0052 | 0.2170 |   0.5% | M age 31         | M age 38         | Aadhaar photo appears ~7yr YOUNGER than selfie (older Aadhaar card likely)
AADHAR09.pdf              | USER_08.jpg     | NO MATCH   | 0.1670 | 0.2536 |  16.7% | M age 31         | M age 54         | Aadhaar photo appears ~23yr YOUNGER than selfie (older Aadhaar card likely)
AADHAR09.pdf              | USER_09.jpg     | NO MATCH   | 0.0519 | 0.2043 |   5.2% | M age 31         | M age 79         | Aadhaar photo appears ~48yr YOUNGER than selfie (older Aadhaar card likely)
AADHAR09.pdf              | USER_10.jpg     | NO MATCH   | 0.0091 | 0.1297 |   0.9% | M age 39         | M age 21         | Aadhaar photo appears ~18yr OLDER than selfie (unusual — verify document)
----------------------------------------------------------------------------------------------------------------------------------------------------------------
Matches: 9/90
================================================================================================================================================================
